sequence,event_id,ledger_id,timestamp,protocol_version,record_type,scenario,approach,mode,transaction_id,client_id,version,template,dataset_version,dataset_commitment,data_summary_hash,evidence_bundle_hash,evidence_bundle_artifact_hash,evidence_bundle_artifact_relpath,validator_version,rubric_version,governance_policy_version,evidence_manifest_hash,evidence_hash,data_manifest_hash,data_manifest_validation_hash,metadata_validation_status,dimension_scores,final_governance_values_hash,pscore,policy_profile_id,hps_accept_threshold,hps_reject_threshold,critical_profile_direct_threshold,critical_profile_review_threshold,critical_profile_threshold_applied,critical_profile_threshold_name,critical_dimension_threshold,critical_dimensions,critical_hps,critical_dimension_min,arq_boundary_policy,arq_region,review_policy_id,review_recommendation,review_reason_code,review_reason_text,governance_archetype,risk_archetype,initial_action,final_action,action,review_outcome,manual_review_required,manual_review_disposition,safe_default_applied,current_session_eligibility,reassessment_eligibility,n_samples,position,percentile,cia_confidentiality,cia_integrity,cia_availability,cia_high_water,business_impact,client_required_security_class,client_required_security_tier,security_class,security_tier,computed_strictest_security_class,computed_strictest_security_tier,current_survivor_strictest_class,current_survivor_strictest_tier,session_locked_security_class,session_locked_security_tier,session_profile_locked,admission_receipt_hash,admission_receipt_signature_hash,admission_receipt_artifact_hash,admission_receipt_artifact_relpath,admission_expires_at,session_id,session_epoch,parent_session_id,parent_session_security_decision_hash,session_reform_reason,session_security_decision_hash,session_security_decision_signature_hash,session_decision_artifact_hash,session_decision_artifact_relpath,session_decision_expires_at,risk_assessment_hash,revocation_status,execution_mode,requested_benchmark_tier,round_id,event_status,verification_stage,violation_type,reason_code,violation_details,signature_verified,freshness_verified,pofc_verified,semantic_verified,rate_limit_ok,blocked_before_aggregation,payload_hash,envelope_hash,key_id,signature_hash,global_model_hash,model_schema_hash,crypto_mechanism,crypto_backend,parameter_set_id,key_tag,expanded,ks_applied,shares_available,shares_required,can_finalize,comm_factor,crypto_overhead_ms,noise_std,ciphertext_commitment,evaluation_key_commitment,ciphertext_attestation_artifact_hash,ciphertext_attestation_artifact_relpath,submission_artifact_hash,submission_artifact_relpath,artifact_type,artifact_id,artifact_hash,artifact_relpath,local_ledger_id,local_event_hash,local_ledger_head_hash,crypto_ledger_id,crypto_event_hash,crypto_ledger_head_hash,subledger_manifest_hash,subledger_seal_count,prev_hash,row_hash,bundle_hash,checkpoint_signature
270,c6a9a4375b830f08d2a153c4f6da6607,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:07:58.542722+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,3507b76cb117fb5ee754b738ea6824b8,,,,,,,,,,,,,,15,VERIFIED,,,,,True,,,,,False,zve4JmmMk94d+cnxDseZ/L54BiwBrrfDrXKGNR6j6GU=,d81438d48a2ff394c5ac9aaf57b54c9f17abc890803bf61ef8177d7cb9b87f2c,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,a67ccf7bf08d4196199ca777f8306909b491ef1c032f7da9a9d9f8ca44c55e4c,iMF2EaGdn7ytLQSfvRJLuIwfaDfAF6agJNzvc4O2qIM=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,37309e74904bccb95b684cd752a4b6341460028369d42bc4ce8d467fe0f48522,audit_trails/artifacts/ciphertext_attestations/T1_TEST_SIGNATURE_ATTACK_client_005_r15_df89e0fccba5707a__37309e74904bccb9.json,,,,,,,,,,,,,,,8d569cb9cf44a788f4c455860adc7676ff9d56908e86d39992e150a5d6283a98,6841affacd593fdd999ca02e8c761fa85e6af6dfe40e6b64703dd227d8616132,,
271,10aca0bc654baa56ad4adc9ca67214a7,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:07:59.526302+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,82bd144eaa631526b728a623990937990d755cb87428b374a2111baf69f1fcb0,48280d24f69fe292e0f2ea36af2973499e4cdae8c2269acb1ec764678b69ce25,0fe2096c61042b75044c1fcaacbaf10e4df153a989e7d601441b14c9883cc548,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,6426009cb58b9abc58c496b9502ce2042d7129a6691282ae176da96402b111e6,324394ff1e963a2298a104ba69271c7a0d035b0368a4ead2740079c2c8d8538f,,,2026-08-15T09:15:27.359823+00:00,3507b76cb117fb5ee754b738ea6824b8,,,,,33b19f1d08c9e0835a1bcb38be6231a00910240bf458723201ed26740f56113c,14d56b6d71c312b752853c18fc6cfbc7ca91afd3cd3c1c089df1d9a0bbb063b3,,,2026-08-14T11:07:44.121062+00:00,6102d832158f094f82a660046e37e00eba1e4b6e973a9dc8b762c8cf7579a77f,active,,,16,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,uJhow2ylbI4C1Yg1MYjPw5jFvX/GxadN7Fyg/BXzz8Q=,8a2a15bdcdb96920fc2cbc2fdeb208d124965b8a9557d43a563a3f28f3d5bcc7,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,76ee086da7957dc9c852ddba65cede1f928d97212621f1d4f415fb6309ff2264,Tqh1WjOBexO7Z6PBzsZTOpJ09mwvSrOCHUZhAxlzhU0=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,c4fcfc25532c988405b812cda9ce4fdf08c1538223475ab1d604b5df2183b748,audit_trails/artifacts/accepted_runtime_submissions/T1_TEST_SIGNATURE_ATTACK_client_005_r16_8a2a15bdcdb96920__c4fcfc25532c9884.json,,,,,,,,,,,,,6841affacd593fdd999ca02e8c761fa85e6af6dfe40e6b64703dd227d8616132,802087b5b912176ecda5d7e0103f3d75d32f2fbad617846fa9cba6ed1547eee3,,
272,7322ce289dc4a2e908fb22545435b6d4,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:07:59.548892+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,3507b76cb117fb5ee754b738ea6824b8,,,,,,,,,,,,,,16,VERIFIED,,,,,True,,,,,False,uJhow2ylbI4C1Yg1MYjPw5jFvX/GxadN7Fyg/BXzz8Q=,8a2a15bdcdb96920fc2cbc2fdeb208d124965b8a9557d43a563a3f28f3d5bcc7,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,65bdeb1dd79ad79dae4d082abdf29f318f38c3afc77175582d0e4d55e227063f,Tqh1WjOBexO7Z6PBzsZTOpJ09mwvSrOCHUZhAxlzhU0=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,7182c0a6ee49f523e95eae1fc11ca31e14279118a20e3b2c3c96c815e59b7f83,audit_trails/artifacts/ciphertext_attestations/T1_TEST_SIGNATURE_ATTACK_client_005_r16_3051698e53465cfb__7182c0a6ee49f523.json,,,,,,,,,,,,,,,802087b5b912176ecda5d7e0103f3d75d32f2fbad617846fa9cba6ed1547eee3,efd0afe358bedae9188fc18df14950717b712db72d9b0ea2ae847cd7b0d8d8ea,,
273,0d4569c5ef2ed00a88f285d45213160b,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:08:00.524335+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,82bd144eaa631526b728a623990937990d755cb87428b374a2111baf69f1fcb0,48280d24f69fe292e0f2ea36af2973499e4cdae8c2269acb1ec764678b69ce25,0fe2096c61042b75044c1fcaacbaf10e4df153a989e7d601441b14c9883cc548,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,6426009cb58b9abc58c496b9502ce2042d7129a6691282ae176da96402b111e6,324394ff1e963a2298a104ba69271c7a0d035b0368a4ead2740079c2c8d8538f,,,2026-08-15T09:15:27.359823+00:00,3507b76cb117fb5ee754b738ea6824b8,,,,,33b19f1d08c9e0835a1bcb38be6231a00910240bf458723201ed26740f56113c,14d56b6d71c312b752853c18fc6cfbc7ca91afd3cd3c1c089df1d9a0bbb063b3,,,2026-08-14T11:07:44.121062+00:00,6102d832158f094f82a660046e37e00eba1e4b6e973a9dc8b762c8cf7579a77f,active,,,17,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,6xy4SOEHX1JxMMUIL19c5RsaUMUc3iV4DOgfk6fv+2o=,b9c2eb32982697dc55bda9424476848424cb202563b6db78e187ee1eb65df1d9,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,ac682047a896f8bcaaa04f80c602fd3d17f401a18b3b5e95c5ef55fb3612ab05,gwOIrlj7vbWnmcmksU/cWu2UYV20EC+843Mmwk/xnW8=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,978aea2c159ebf4c1563202fc2a931a79768fbff9f08a0f17488cba6da294ba9,audit_trails/artifacts/accepted_runtime_submissions/T1_TEST_SIGNATURE_ATTACK_client_005_r17_b9c2eb32982697dc__978aea2c159ebf4c.json,,,,,,,,,,,,,efd0afe358bedae9188fc18df14950717b712db72d9b0ea2ae847cd7b0d8d8ea,141d9009c126671ff78434fd49a93d49ce0fb29baa6b1aef091bd15e0b27534c,,
274,eda82e53f1c6b64234408018f0bffe64,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:08:00.542934+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,3507b76cb117fb5ee754b738ea6824b8,,,,,,,,,,,,,,17,VERIFIED,,,,,True,,,,,False,6xy4SOEHX1JxMMUIL19c5RsaUMUc3iV4DOgfk6fv+2o=,b9c2eb32982697dc55bda9424476848424cb202563b6db78e187ee1eb65df1d9,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,d3ebebe7c928964b7457affe960352dba81cf67743a0e9c351ae93afda8a85ac,gwOIrlj7vbWnmcmksU/cWu2UYV20EC+843Mmwk/xnW8=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,3f5fff023cd7578db9e00b44090e7e0a2e9fe94dc0ef83f4c06932371cd9ad38,audit_trails/artifacts/ciphertext_attestations/T1_TEST_SIGNATURE_ATTACK_client_005_r17_3091a5e03860ec39__3f5fff023cd7578d.json,,,,,,,,,,,,,,,141d9009c126671ff78434fd49a93d49ce0fb29baa6b1aef091bd15e0b27534c,96fc9c238347d16e6ca22358a4f98d5d8828a2b86db56ec79fbd61da3e24c201,,
275,5cdd918478bf5f64af12485ee46c7bff,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:08:01.559245+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,82bd144eaa631526b728a623990937990d755cb87428b374a2111baf69f1fcb0,48280d24f69fe292e0f2ea36af2973499e4cdae8c2269acb1ec764678b69ce25,0fe2096c61042b75044c1fcaacbaf10e4df153a989e7d601441b14c9883cc548,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,6426009cb58b9abc58c496b9502ce2042d7129a6691282ae176da96402b111e6,324394ff1e963a2298a104ba69271c7a0d035b0368a4ead2740079c2c8d8538f,,,2026-08-15T09:15:27.359823+00:00,3507b76cb117fb5ee754b738ea6824b8,,,,,33b19f1d08c9e0835a1bcb38be6231a00910240bf458723201ed26740f56113c,14d56b6d71c312b752853c18fc6cfbc7ca91afd3cd3c1c089df1d9a0bbb063b3,,,2026-08-14T11:07:44.121062+00:00,6102d832158f094f82a660046e37e00eba1e4b6e973a9dc8b762c8cf7579a77f,active,,,18,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,XkAC2ErzRISBgOTyTL7QzXrgpEma56fKJ3JfRTvG798=,32658730f0ed66ea1405ab711bf241730faee8476bab7b6937ce9d060f5309b0,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,d6bdc925287205c8bf7cd2d3e635e5a9bcdb8bbb3f1abffe1f27118995ba8e6a,sKpNpW91HF97HVBAzYFKJgOco9ost+D50J/BS0sCuTI=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,58bcc4bee4ce3583032d1b841322a0644edff64fa3b4d77cf76c25eb42f4984f,audit_trails/artifacts/accepted_runtime_submissions/T1_TEST_SIGNATURE_ATTACK_client_005_r18_32658730f0ed66ea__58bcc4bee4ce3583.json,,,,,,,,,,,,,96fc9c238347d16e6ca22358a4f98d5d8828a2b86db56ec79fbd61da3e24c201,bdaa3377c27ba137ed8ae09189a3720f33555d65efdda642aa7a6920e43d7c2a,,
276,a37e81d96ee8a8bbac19752297f667cb,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:08:01.579958+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,3507b76cb117fb5ee754b738ea6824b8,,,,,,,,,,,,,,18,VERIFIED,,,,,True,,,,,False,XkAC2ErzRISBgOTyTL7QzXrgpEma56fKJ3JfRTvG798=,32658730f0ed66ea1405ab711bf241730faee8476bab7b6937ce9d060f5309b0,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,067b9454187ab6feeeb92cd5304a166e93119df24949dd786f28ad53ea62214e,sKpNpW91HF97HVBAzYFKJgOco9ost+D50J/BS0sCuTI=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,ebf8c3855b4e2ff00de2bcede3ed3155d51ecc5c67e27891fedf558eb3c21527,audit_trails/artifacts/ciphertext_attestations/T1_TEST_SIGNATURE_ATTACK_client_005_r18_efed11583b499922__ebf8c3855b4e2ff0.json,,,,,,,,,,,,,,,bdaa3377c27ba137ed8ae09189a3720f33555d65efdda642aa7a6920e43d7c2a,48e398a09075c58319e567628d95b30a0f723b72b18a5d14874bad3fb9baebd4,,
277,80307c0bddfdefb9382ff5f702ea97c2,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:08:02.539552+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,82bd144eaa631526b728a623990937990d755cb87428b374a2111baf69f1fcb0,48280d24f69fe292e0f2ea36af2973499e4cdae8c2269acb1ec764678b69ce25,0fe2096c61042b75044c1fcaacbaf10e4df153a989e7d601441b14c9883cc548,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,6426009cb58b9abc58c496b9502ce2042d7129a6691282ae176da96402b111e6,324394ff1e963a2298a104ba69271c7a0d035b0368a4ead2740079c2c8d8538f,,,2026-08-15T09:15:27.359823+00:00,3507b76cb117fb5ee754b738ea6824b8,,,,,33b19f1d08c9e0835a1bcb38be6231a00910240bf458723201ed26740f56113c,14d56b6d71c312b752853c18fc6cfbc7ca91afd3cd3c1c089df1d9a0bbb063b3,,,2026-08-14T11:07:44.121062+00:00,6102d832158f094f82a660046e37e00eba1e4b6e973a9dc8b762c8cf7579a77f,active,,,19,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,VESguDjWwZj7xkFaM1sLgnfmmyziSWoH41L45Kze8vk=,f353d92683d6555a3c38f4953e0886dde81abab80370affacd7544eb92fd7c6e,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,180687ed0b42d56d98c9356177955a59ebf1a52e4d75b24cd6d0f8966ff85a4f,1d6l+tl05tBRcDTF39/7wPsB92pCvPtqGq0W2chMWEM=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,12fd153283a36aff90cd12fa2c7a8d9d1465a220a3f83a52d9b11afec32b7db2,audit_trails/artifacts/accepted_runtime_submissions/T1_TEST_SIGNATURE_ATTACK_client_005_r19_f353d92683d6555a__12fd153283a36aff.json,,,,,,,,,,,,,48e398a09075c58319e567628d95b30a0f723b72b18a5d14874bad3fb9baebd4,3eacaf4ab154dccbd20c4b7bcd41f1ee200a9882b7a09b13655e87c215eccc27,,
278,6ad8572c5b937ca48f38aa45698cd1be,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:08:02.558477+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,3507b76cb117fb5ee754b738ea6824b8,,,,,,,,,,,,,,19,VERIFIED,,,,,True,,,,,False,VESguDjWwZj7xkFaM1sLgnfmmyziSWoH41L45Kze8vk=,f353d92683d6555a3c38f4953e0886dde81abab80370affacd7544eb92fd7c6e,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,7776bec2a20ab0190d6bf07faa3e28c1d36d0e6abba5816b5db67fc0c829d97c,1d6l+tl05tBRcDTF39/7wPsB92pCvPtqGq0W2chMWEM=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,5b31e0c0f5cbb05d6677e8356d4f9bc687bd8833e743d6da29f1c593385f3862,audit_trails/artifacts/ciphertext_attestations/T1_TEST_SIGNATURE_ATTACK_client_005_r19_1db9adab15ae649f__5b31e0c0f5cbb05d.json,,,,,,,,,,,,,,,3eacaf4ab154dccbd20c4b7bcd41f1ee200a9882b7a09b13655e87c215eccc27,f94511cc03cf233d0ef98b30c9cafe0349accc420f6121dd4d2dd550fa15b9fa,,
279,461e2d6c5a82779b3476a0a83dbb2de9,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:08:03.658520+00:00,TADP-SEC/11.7,CLIENT_ACCEPTED_SUBMISSION,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,2.2-phase1-fixed-threshold-dual-critical-profile,8c9f9e340707a5cae92bf2155fa9f7c34a2a1a747777ef6d2d979b5067681037,82bd144eaa631526b728a623990937990d755cb87428b374a2111baf69f1fcb0,48280d24f69fe292e0f2ea36af2973499e4cdae8c2269acb1ec764678b69ce25,0fe2096c61042b75044c1fcaacbaf10e4df153a989e7d601441b14c9883cc548,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,6426009cb58b9abc58c496b9502ce2042d7129a6691282ae176da96402b111e6,324394ff1e963a2298a104ba69271c7a0d035b0368a4ead2740079c2c8d8538f,,,2026-08-15T09:15:27.359823+00:00,3507b76cb117fb5ee754b738ea6824b8,,,,,33b19f1d08c9e0835a1bcb38be6231a00910240bf458723201ed26740f56113c,14d56b6d71c312b752853c18fc6cfbc7ca91afd3cd3c1c089df1d9a0bbb063b3,,,2026-08-14T11:07:44.121062+00:00,6102d832158f094f82a660046e37e00eba1e4b6e973a9dc8b762c8cf7579a77f,active,,,20,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,ec/XxsuFQPBun0UliJNRsI1e4+idPtqXMINtPy+VMJ4=,48775f11c1da9c4a615c0265a2c955af474f52354324e1e15e026a2f92d3af92,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,025dbd2b3e5d02e3c2c5f0b639a44f0b385dbbc397d9b7210331130f411c56bc,d94O/UqaukLs0ihj1GbxzR/jbCPPvF2AnQh0laTJZeg=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,,,,,,,,,,,,,,,,,5d83c03380da616dd79b61ade3169b28576b944c314955cec21928656956350f,audit_trails/artifacts/accepted_runtime_submissions/T1_TEST_SIGNATURE_ATTACK_client_005_r20_48775f11c1da9c4a__5d83c03380da616d.json,,,,,,,,,,,,,f94511cc03cf233d0ef98b30c9cafe0349accc420f6121dd4d2dd550fa15b9fa,db61e0a9784e8d0b92383522a27f311dc3a7b07bee0d74724efbc567a8fc87e9,,
280,cadb8d404ef482e84de834042419d829,9e83915f1ec66ff08284fe9f21cbdaf4a23206ff439cffb8cf5750f1baa4d781,2026-08-14T10:08:03.681888+00:00,TADP-SEC/11.7,CLIENT_CIPHERTEXT_BINDING,T1_TEST_SIGNATURE_ATTACK,,,,client_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,3507b76cb117fb5ee754b738ea6824b8,,,,,,,,,,,,,,20,VERIFIED,,,,,True,,,,,False,ec/XxsuFQPBun0UliJNRsI1e4+idPtqXMINtPy+VMJ4=,48775f11c1da9c4a615c0265a2c955af474f52354324e1e15e026a2f92d3af92,TC85w7Y+C0xa4teRmQmvLRDSdm9WotXZEJSLhGbEdGU=,ddeb9cf989811e6695c4d98af80c1b4f2940060ec7f2a53059317812be57e116,d94O/UqaukLs0ihj1GbxzR/jbCPPvF2AnQh0laTJZeg=,531a86dc685ec70c3ba63eacbcf5e61399d30d10a268196e695f5a8d50c69157,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,eab5ee79fead803d3b0d27abf8fd3ce5a325bf0e4be80d0a686acadf046b7bcd,,cda03048459697023012e430f371fdd629308a990c1fe2ec0c00e9858fddb9fe,audit_trails/artifacts/ciphertext_attestations/T1_TEST_SIGNATURE_ATTACK_client_005_r20_9a967d1dbf1872a6__cda0304845969702.json,,,,,,,,,,,,,,,db61e0a9784e8d0b92383522a27f311dc3a7b07bee0d74724efbc567a8fc87e9,a9d2b2ec12b727259bc77f3e40162899b4bc5e3200732732d071bbb3e9f0e506,,
