seed,final_pr_auc,final_f1,avg_noise,total_comm_bytes,total_energy_uj,energy_measured_rounds,energy_expected_rounds,energy_complete,energy_measurement_methods,avg_comm_per_round_bytes,avg_energy_per_round_uj,total_crypto_operation_ms,avg_crypto_operation_ms_per_round,total_crypto_setup_ms,cumulative_session_key_processing_ms,one_time_enrollment_setup_ms,round_execution_runtime_s,end_to_end_runtime_including_setup_s,mean_observed_relative_decryption_error,mean_aggregate_relative_error,max_aggregate_relative_error,max_aggregate_abs_error,aggregate_fidelity_checks,aggregate_fidelity_failures,n_rounds
7,0.7268344329773356,0.721030042918455,,115200.0,,0,20,False,not_reported,5760.0,,0.0,0.0,0.0,0.0,0.0,11.08395209499895,11.08395209499895,,0.0,0.0,0.0,20,0,20
11,0.7263391760793125,0.717948717948718,,115200.0,,0,20,False,not_reported,5760.0,,0.0,0.0,0.0,0.0,0.0,11.308646016000239,11.308646016000239,,0.0,0.0,0.0,20,0,20
19,0.7265717163273127,0.721030042918455,,115200.0,,0,20,False,not_reported,5760.0,,0.0,0.0,0.0,0.0,0.0,11.233320902000742,11.233320902000742,,0.0,0.0,0.0,20,0,20
23,0.7271660226774346,0.7148936170212766,,115200.0,,0,20,False,not_reported,5760.0,,0.0,0.0,0.0,0.0,0.0,9.849373572998502,9.849373572998502,,0.0,0.0,0.0,20,0,20
42,0.7266519334042105,0.717948717948718,,115200.0,,0,20,False,not_reported,5760.0,,0.0,0.0,0.0,0.0,0.0,11.237161265999475,11.237161265999475,,0.0,0.0,0.0,20,0,20
