Scenario,Run design,Pre-upload dropouts injected (max/round),Clients removed from later epochs (max),Post-upload delayed recipient exercised,Delayed-recipient recovery pass count,Delayed recipient recovered successfully,All authorized SAMK recipients passed,Protected aggregate fidelity,Session re-formed after dropout,Locked profile downgraded,Server obtained plaintext aggregate,Effective clients (final),Interpretation
T4_TEST_DROPOUT,3 seeds × 1 round,2,2,Yes,3/3,Yes,Yes,PASSED,No,No,No,10.0 ± 0.0,Pre-upload non-uploaders are excluded from the survivor aggregate; the closed session is re-formed for survivors without tier downgrade. A client that uploaded before becoming temporarily offline can recover the same formed package after reconnecting.
