seed,final_pr_auc,final_f1,avg_noise,total_comm_bytes,total_energy_uj,energy_measured_rounds,energy_expected_rounds,energy_complete,energy_measurement_methods,avg_comm_per_round_bytes,avg_energy_per_round_uj,total_crypto_operation_ms,avg_crypto_operation_ms_per_round,total_crypto_setup_ms,cumulative_session_key_processing_ms,one_time_enrollment_setup_ms,round_execution_runtime_s,end_to_end_runtime_including_setup_s,mean_observed_relative_decryption_error,mean_aggregate_relative_error,max_aggregate_relative_error,max_aggregate_abs_error,aggregate_fidelity_checks,aggregate_fidelity_failures,n_rounds
7,0.7268344567488438,0.721030042918455,,18057600.0,,0,20,False,not_reported,902880.0,,92955.54831500203,4647.777415750102,0.0,0.0,0.0,113.6652124820016,113.6652124820016,,3.846642481736139e-05,0.00010465380885296199,8.283752123694477e-07,20,0,20
11,0.7263391760793125,0.717948717948718,,18057600.0,,0,20,False,not_reported,902880.0,,94700.70417700434,4735.035208850217,0.0,0.0,0.0,115.702326000001,115.702326000001,,3.478307839136e-05,9.058576352733023e-05,8.201520722561639e-07,20,0,20
19,0.7265717176938934,0.721030042918455,,18057600.0,,0,20,False,not_reported,902880.0,,94269.13449800259,4713.456724900129,0.0,0.0,0.0,115.27675409700123,115.27675409700123,,3.50352351753868e-05,9.641461606131806e-05,9.635252739559341e-07,20,0,20
23,0.7271660221799326,0.7148936170212766,,18057600.0,,0,20,False,not_reported,902880.0,,94948.67501099862,4747.433750549931,0.0,0.0,0.0,115.53321471600066,115.53321471600066,,3.9221211266601926e-05,0.00011471813591392201,6.320462090925183e-07,20,0,20
42,0.7266519334042105,0.717948717948718,,18057600.0,,0,20,False,not_reported,902880.0,,93216.31088299773,4660.815544149887,0.0,0.0,0.0,114.26748980799994,114.26748980799994,,3.7687690935047586e-05,0.00011922310142279827,6.650989394785256e-07,20,0,20
