sequence,event_id,ledger_id,timestamp,protocol_version,record_type,scenario,approach,mode,transaction_id,client_id,version,template,dataset_version,dataset_commitment,data_summary_hash,evidence_bundle_hash,evidence_bundle_artifact_hash,evidence_bundle_artifact_relpath,validator_version,rubric_version,governance_policy_version,evidence_manifest_hash,evidence_hash,data_manifest_hash,data_manifest_validation_hash,metadata_validation_status,dimension_scores,final_governance_values_hash,pscore,policy_profile_id,hps_accept_threshold,hps_reject_threshold,critical_profile_review_threshold,critical_profile_threshold_applied,critical_profile_threshold_name,critical_dimension_threshold,critical_dimensions,critical_hps,critical_dimension_min,arq_boundary_policy,arq_region,review_policy_id,review_recommendation,review_reason_code,review_reason_text,governance_archetype,risk_archetype,initial_action,final_action,action,review_outcome,manual_review_required,manual_review_disposition,safe_default_applied,current_session_eligibility,reassessment_eligibility,n_samples,position,percentile,cia_confidentiality,cia_integrity,cia_availability,cia_high_water,business_impact,client_required_security_class,client_required_security_tier,security_class,security_tier,computed_strictest_security_class,computed_strictest_security_tier,current_survivor_strictest_class,current_survivor_strictest_tier,session_locked_security_class,session_locked_security_tier,session_profile_locked,admission_receipt_hash,admission_receipt_signature_hash,admission_receipt_artifact_hash,admission_receipt_artifact_relpath,admission_expires_at,session_id,session_epoch,parent_session_id,parent_session_security_decision_hash,session_reform_reason,session_security_decision_hash,session_security_decision_signature_hash,session_decision_artifact_hash,session_decision_artifact_relpath,session_decision_expires_at,risk_assessment_hash,revocation_status,execution_mode,requested_benchmark_tier,round_id,event_status,verification_stage,violation_type,reason_code,violation_details,signature_verified,freshness_verified,pofc_verified,semantic_verified,rate_limit_ok,blocked_before_aggregation,payload_hash,envelope_hash,key_id,signature_hash,global_model_hash,model_schema_hash,crypto_mechanism,crypto_backend,parameter_set_id,key_tag,expanded,ks_applied,shares_available,shares_required,can_finalize,comm_factor,crypto_overhead_ms,noise_std,ciphertext_commitment,evaluation_key_commitment,ciphertext_attestation_artifact_hash,ciphertext_attestation_artifact_relpath,submission_artifact_hash,submission_artifact_relpath,artifact_type,artifact_id,artifact_hash,artifact_relpath,local_ledger_id,local_event_hash,local_ledger_head_hash,crypto_ledger_id,crypto_event_hash,crypto_ledger_head_hash,subledger_manifest_hash,subledger_seal_count,prev_hash,row_hash,bundle_hash,checkpoint_signature
1,ad7057d7c12fc7478f4182b6527a6ba3,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:41.778837+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_011,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,3aaaa7d6be0b40bc2317a48cda66f2e75161d5bf57074306097e4208b51f5773,24277a6d5f628c21b544aac2dd1fdb8683610399c1c7075adccdf2e7514b86ec,c7e4ce8b2d63653028057d4ff0def9e517cfc10c4626dec629eff7736f9e36e1,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,94022061c3c4c9b84c9e3aa2df4aaaac92fea9336533f3af9b7f3259a630c2a2,440cbcfe20b7211a2fbc198f12c4932c8b89aba815ac93464bbb5311c46e6da7,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,1,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,n5i3r3j0PyEKOCugLW7u51qe9OYheNfsrk61JfrsBMo=,d292a4ac24705d97f57ad62eaf89a63273a8430ca47548e415a09021c5d5cd69,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,a548dfe8ebd9f6d76ebf8e121d94de0bf7fd8343779a7ccdf180c22df2bcb74a,MUKy9PXfefybJdPNavwdKZNHJzbHyDxO2GyrtojA/DA=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,c6329a9591223a4e957361d789c81cca14d56d8d0e9417f6d404b08e778c2985,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_011_r1_d292a4ac24705d97__c6329a9591223a4e.json,,,,,,,,,,,,,8c12e38b0f3bcb3b1c43255b7d05b0ac8f6e12c01c3721c2beaf36ea532431f6,b769ec48a1477eb3cd040b00ec391b018edf9c81ccdd34760a087fb7a2049ea3,,
2,c4254e4a93eefdf9f781bf7790f788b5,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:41.796845+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,1,VERIFIED,,,,,True,,,,,False,n5i3r3j0PyEKOCugLW7u51qe9OYheNfsrk61JfrsBMo=,d292a4ac24705d97f57ad62eaf89a63273a8430ca47548e415a09021c5d5cd69,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,6002bbdc61e7fe1b36f3d0834901b06c48fd28b0650a43fb2d353620019160ea,MUKy9PXfefybJdPNavwdKZNHJzbHyDxO2GyrtojA/DA=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,5a1a391ed4ddc370a7eeaa82eb3fd47824e4613d389c4b4b1b6ace43a1766d19,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_011_r1_257bfd35877c150d__5a1a391ed4ddc370.json,,,,,,,,,,,,,,,b769ec48a1477eb3cd040b00ec391b018edf9c81ccdd34760a087fb7a2049ea3,87e5bbe393df72a6e75c9399589f87efb00d6db53de68b1e3b55bbf9c27652c6,,
3,9ccc50976a24138a8ad09bf14cdd6b04,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:43.173194+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_011,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,3aaaa7d6be0b40bc2317a48cda66f2e75161d5bf57074306097e4208b51f5773,24277a6d5f628c21b544aac2dd1fdb8683610399c1c7075adccdf2e7514b86ec,c7e4ce8b2d63653028057d4ff0def9e517cfc10c4626dec629eff7736f9e36e1,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,94022061c3c4c9b84c9e3aa2df4aaaac92fea9336533f3af9b7f3259a630c2a2,440cbcfe20b7211a2fbc198f12c4932c8b89aba815ac93464bbb5311c46e6da7,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,2,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,C/xW8Hn4wHex3EnqrBj13RbFECHxFV+grMFtQMi/ISA=,90ec69646de8e3e0212de88e66392d4712c4110a35388cb35285522ed0970f14,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,d11abbce3c99d95862ac8fa5e6c83d08b788f950d8abd3bbc264f7b70c7cec08,Mf379fjLP/ouPva07ABfuagSm6OA6v86uWQHOOGuYBU=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,ee7e4c90b854df8be07a1dea5f16ba9d2f077ee34d8f05f19eaf775a3af06cf3,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_011_r2_90ec69646de8e3e0__ee7e4c90b854df8b.json,,,,,,,,,,,,,87e5bbe393df72a6e75c9399589f87efb00d6db53de68b1e3b55bbf9c27652c6,5bc3c563056d07b8ed6a814c0317797e38ceb0e5ca560c22fa75db1830372a09,,
4,175e8c7dfca1321c65786ec8bfda331c,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:43.195825+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,2,VERIFIED,,,,,True,,,,,False,C/xW8Hn4wHex3EnqrBj13RbFECHxFV+grMFtQMi/ISA=,90ec69646de8e3e0212de88e66392d4712c4110a35388cb35285522ed0970f14,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,85436b594ae7b066b27fc26ce98d3bcbc53601542d0d6188ee5b9ee037322cd8,Mf379fjLP/ouPva07ABfuagSm6OA6v86uWQHOOGuYBU=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,598c12a3cad1953dc5d38a6d8c7f2804f615fa6b929df9849197e795e3485a49,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_011_r2_7e7d991215a31986__598c12a3cad1953d.json,,,,,,,,,,,,,,,5bc3c563056d07b8ed6a814c0317797e38ceb0e5ca560c22fa75db1830372a09,739815147ef7a5a68ef124a7fdd622ba6091eb40b9468772dbbf920493b62fca,,
5,7d9601ec28c4dfe7318d371993690f02,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:44.420428+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_011,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,3aaaa7d6be0b40bc2317a48cda66f2e75161d5bf57074306097e4208b51f5773,24277a6d5f628c21b544aac2dd1fdb8683610399c1c7075adccdf2e7514b86ec,c7e4ce8b2d63653028057d4ff0def9e517cfc10c4626dec629eff7736f9e36e1,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,94022061c3c4c9b84c9e3aa2df4aaaac92fea9336533f3af9b7f3259a630c2a2,440cbcfe20b7211a2fbc198f12c4932c8b89aba815ac93464bbb5311c46e6da7,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,3,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,MGQKWxq56zHpBGKsUhgv91yv6FE4/BtANdvoUj7PjXY=,ef11275666e7f3cfa12237b18291363fdfbebbe89fa4b3044a99e3435ed65c5c,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,5ee08312c3d5b30d62832c1dd0a0f34a10c5bed5f36de4321b88b44de8802092,GQ9X2iz65bg5nRoK1e18Q8dkbrEYeMBirHq4yj5VVGM=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,b8c6dad9e2bbb815815d3de3c1a4555853256d35404fd24bbddc78dc621e0fc9,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_011_r3_ef11275666e7f3cf__b8c6dad9e2bbb815.json,,,,,,,,,,,,,739815147ef7a5a68ef124a7fdd622ba6091eb40b9468772dbbf920493b62fca,293fa7248c965cdb5a48424838ccb6a12a960da7ed6fbe622df9f3b76797af17,,
6,5f631fa0517bb48f323669ffbc05417f,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:44.439567+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,3,VERIFIED,,,,,True,,,,,False,MGQKWxq56zHpBGKsUhgv91yv6FE4/BtANdvoUj7PjXY=,ef11275666e7f3cfa12237b18291363fdfbebbe89fa4b3044a99e3435ed65c5c,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,c6ace5762fa9e129b82d0cb83250f2d79ea0f5b511b123622ea7572ee7390aa8,GQ9X2iz65bg5nRoK1e18Q8dkbrEYeMBirHq4yj5VVGM=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,f1526040639a9c810befd25a66fcc741183e832152668c8d864a4eb6592f1e15,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_011_r3_48d8e61c79610265__f1526040639a9c81.json,,,,,,,,,,,,,,,293fa7248c965cdb5a48424838ccb6a12a960da7ed6fbe622df9f3b76797af17,cf91048ba655b309903bb477ef79c606cb929e319e71b199bc90735ccb130929,,
7,1db51a3b5331ed37157aac7bbd15e6de,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:45.525977+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_011,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,3aaaa7d6be0b40bc2317a48cda66f2e75161d5bf57074306097e4208b51f5773,24277a6d5f628c21b544aac2dd1fdb8683610399c1c7075adccdf2e7514b86ec,c7e4ce8b2d63653028057d4ff0def9e517cfc10c4626dec629eff7736f9e36e1,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,94022061c3c4c9b84c9e3aa2df4aaaac92fea9336533f3af9b7f3259a630c2a2,440cbcfe20b7211a2fbc198f12c4932c8b89aba815ac93464bbb5311c46e6da7,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,4,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,Wf47aPbuifauJis3PO9GajaDlHOlYe/BMhPpm1LfIaU=,7c9e4f04b462cf56b64819b314ccac20710029460f0ec813886bdcdc143aeafa,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,84f360f7956cd3936956c4a940e2a95005276d1f26e1b3df91802b37bf63d26b,3LLe+kHMlj1TjXgwceeCgwOT0R8Po7dRnEjK6xAMavg=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,b03062f992184d18ba2fd21b55aad2f61fd1418022d149bb0edd6af3df24169a,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_011_r4_7c9e4f04b462cf56__b03062f992184d18.json,,,,,,,,,,,,,cf91048ba655b309903bb477ef79c606cb929e319e71b199bc90735ccb130929,13b4a72e6728124d73c68e7a5a7e2c5c02735bbb8308b9e6084a57ade13d0bbd,,
8,185d4f0a6bb7ea0cecaee6d0e3a3076d,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:45.545628+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,4,VERIFIED,,,,,True,,,,,False,Wf47aPbuifauJis3PO9GajaDlHOlYe/BMhPpm1LfIaU=,7c9e4f04b462cf56b64819b314ccac20710029460f0ec813886bdcdc143aeafa,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,f242086aa2453ddbca06f4bf5c24081df5322df3be44b623d19fecb350153619,3LLe+kHMlj1TjXgwceeCgwOT0R8Po7dRnEjK6xAMavg=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,060f7bf8f5de19f877bc0fe20f377d8c9622b8d41da0880f0ecddf4c6c171aa9,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_011_r4_4e2c83ac3e8e9f23__060f7bf8f5de19f8.json,,,,,,,,,,,,,,,13b4a72e6728124d73c68e7a5a7e2c5c02735bbb8308b9e6084a57ade13d0bbd,ddaea15b56a2539ec2084e0be939ccb27aae9bcb953d86216699afcff1566a12,,
9,37eb4b0a469181558127e357f4768e50,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:46.599065+00:00,TADP-SEC/14.0,CLIENT_ACCEPTED_SUBMISSION,T1_Plain_TADP,,,,client_011,,,,,,,,,,,2.3-phase1-fixed-threshold-critical-floor-review-profile,e910eb11d46f5a33a9f6a7d996c6c242f2a4caa089255874076d8ae12155dc94,3aaaa7d6be0b40bc2317a48cda66f2e75161d5bf57074306097e4208b51f5773,24277a6d5f628c21b544aac2dd1fdb8683610399c1c7075adccdf2e7514b86ec,c7e4ce8b2d63653028057d4ff0def9e517cfc10c4626dec629eff7736f9e36e1,VALIDATED_EVIDENCE_BUNDLE,,,,,,,,,,,,,,,,,,,,,,,,UPDATE_SUBMITTED_ENFORCED,,False,NOT_REQUIRED_AUTOMATED_POLICY,False,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,94022061c3c4c9b84c9e3aa2df4aaaac92fea9336533f3af9b7f3259a630c2a2,440cbcfe20b7211a2fbc198f12c4932c8b89aba815ac93464bbb5311c46e6da7,,,2026-08-25T22:32:04.883782+00:00,e878c886c2fce5669a5abdfd2cf12d11,,,,,80467a1951f575569b9d5a1589ff2eaaa2003be9007744f2b34141dde5521ad1,f2b14f9d80c666ab005ad941036b0ad284f2ba09098ec9ba2c48cc2786e88891,,,2026-08-25T22:54:40.997990+00:00,75d46ecd684a2dc4b6a8e27daff7fed8db3fae5cae653b9ddb3099795df8cd6c,active,,,5,ACCEPTED,ALL_BASELINE_CONTROLS,,,,True,True,True,True,True,False,sbnch828csH8UuJezsvQju2YQTUSY3Oi9y6KJccB3yU=,fc9e7ca0e0a8b5e328d1d1a92d7604a9ca67420c54c878ab5fd0a82c6e45ff7b,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,6e332d406ce4af9362d3f0f8a1efc678c75c7639f419420f0397a10997fb4539,D2V111VWWDTfQSLkSrlcCoSHCp56LCdqpNUuiXc+3bQ=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,,,,,,,,,,,,,,,,,9bccc962353a650104ea6b0c0da55d9e5f336c737004bc05119942a626a99b33,audit_trails/artifacts/accepted_runtime_submissions/T1_Plain_TADP_client_011_r5_fc9e7ca0e0a8b5e3__9bccc962353a6501.json,,,,,,,,,,,,,ddaea15b56a2539ec2084e0be939ccb27aae9bcb953d86216699afcff1566a12,9a1a8122fe5f874bf70e869fa4c0d1e60022284d7f1acfcb7310dcdc20b7d1cb,,
10,d97763309ca518b8098e423bc558a55c,f8602abb2244b90b9f2e88f2d5686b753f49f73f84d36bc018cce05a5459b006,2026-08-24T22:54:46.616935+00:00,TADP-SEC/14.0,CLIENT_CIPHERTEXT_BINDING,T1_Plain_TADP,,,,client_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIPHERTEXT_BOUND_TO_SIGNED_UPDATE,,,,,,,,,,,,,,,,,C1_PUBLIC,1,,,,,,,,,,,,,e878c886c2fce5669a5abdfd2cf12d11,,,,,,,,,,,,,,5,VERIFIED,,,,,True,,,,,False,sbnch828csH8UuJezsvQju2YQTUSY3Oi9y6KJccB3yU=,fc9e7ca0e0a8b5e328d1d1a92d7604a9ca67420c54c878ab5fd0a82c6e45ff7b,yHp3aBumzcFoGzBoQ4u2c8iOJuiJGmVSd0GNh8LQ4ww=,4c76fdd2e429146dbb877f0b19ebe1e4d27fb3fe4bac03100e46d2c7e6abd5e3,D2V111VWWDTfQSLkSrlcCoSHCp56LCdqpNUuiXc+3bQ=,d2de0eecb364b6ad6dfd68c57fbb2b61edd7f408c047202d5ab95910a24e2627,plaintext_update_no_noise,reference_python,n=|logq=|scale=|scheme=plain,plain,,,,,,,,,f6a4a3ed9e1bb33940d4bc422dccaa504d40de41eeb1567aa332589c739d8030,,0f8c31012bcdd25b1062b00dc5cb71a949c98ac22f0fe4a252751c7c59f52caa,audit_trails/artifacts/ciphertext_attestations/T1_Plain_TADP_client_011_r5_eb2802938d1811a6__0f8c31012bcdd25b.json,,,,,,,,,,,,,,,9a1a8122fe5f874bf70e869fa4c0d1e60022284d7f1acfcb7310dcdc20b7d1cb,b640303f8bf5ce1c16906e920338a9ba96b63d074479dfd49f82a97cc37124d6,,
